,img_name,tooth_id,quad,index,center_x_wrong,center_y_wrong,width_wrong,height_wrong,wrong_quadrant,wrong_order,manual_bad_bounding_box,manual_ok,image_link
6270,null-eatable-cultured-exotic-scarce-pride_dd77c9671f549224a8c80f762bd52664.jpg,m_3_5,3,5,False,False,False,True,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/null-eatable-cultured-exotic-scarce-pride_dd77c9671f549224a8c80f762bd52664.jpg
6367,tremendous-rigid-cynical-reflective-healthy-program_7053ae1acc8b48ac96dff59eaa647668.jpg,m_2_1,2,1,True,True,True,False,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/tremendous-rigid-cynical-reflective-healthy-program_7053ae1acc8b48ac96dff59eaa647668.jpg
6368,tremendous-rigid-cynical-reflective-healthy-program_7053ae1acc8b48ac96dff59eaa647668.jpg,m_2_2,2,2,True,True,False,True,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/tremendous-rigid-cynical-reflective-healthy-program_7053ae1acc8b48ac96dff59eaa647668.jpg
6369,tremendous-rigid-cynical-reflective-healthy-program_7053ae1acc8b48ac96dff59eaa647668.jpg,m_2_3,2,3,True,True,False,True,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/tremendous-rigid-cynical-reflective-healthy-program_7053ae1acc8b48ac96dff59eaa647668.jpg
6370,tremendous-rigid-cynical-reflective-healthy-program_7053ae1acc8b48ac96dff59eaa647668.jpg,m_2_4,2,4,True,True,True,True,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/tremendous-rigid-cynical-reflective-healthy-program_7053ae1acc8b48ac96dff59eaa647668.jpg
6371,tremendous-rigid-cynical-reflective-healthy-program_7053ae1acc8b48ac96dff59eaa647668.jpg,m_2_5,2,5,True,True,False,True,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/tremendous-rigid-cynical-reflective-healthy-program_7053ae1acc8b48ac96dff59eaa647668.jpg
6372,tremendous-rigid-cynical-reflective-healthy-program_7053ae1acc8b48ac96dff59eaa647668.jpg,m_2_6,2,6,True,True,True,True,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/tremendous-rigid-cynical-reflective-healthy-program_7053ae1acc8b48ac96dff59eaa647668.jpg
6373,tremendous-rigid-cynical-reflective-healthy-program_7053ae1acc8b48ac96dff59eaa647668.jpg,m_2_7,2,7,True,True,True,True,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/tremendous-rigid-cynical-reflective-healthy-program_7053ae1acc8b48ac96dff59eaa647668.jpg
6374,tremendous-rigid-cynical-reflective-healthy-program_7053ae1acc8b48ac96dff59eaa647668.jpg,m_1_1,1,1,True,True,True,True,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/tremendous-rigid-cynical-reflective-healthy-program_7053ae1acc8b48ac96dff59eaa647668.jpg
6375,tremendous-rigid-cynical-reflective-healthy-program_7053ae1acc8b48ac96dff59eaa647668.jpg,m_1_2,1,2,True,True,False,True,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/tremendous-rigid-cynical-reflective-healthy-program_7053ae1acc8b48ac96dff59eaa647668.jpg
6376,tremendous-rigid-cynical-reflective-healthy-program_7053ae1acc8b48ac96dff59eaa647668.jpg,m_1_3,1,3,True,True,True,True,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/tremendous-rigid-cynical-reflective-healthy-program_7053ae1acc8b48ac96dff59eaa647668.jpg
6377,tremendous-rigid-cynical-reflective-healthy-program_7053ae1acc8b48ac96dff59eaa647668.jpg,m_1_4,1,4,True,True,True,True,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/tremendous-rigid-cynical-reflective-healthy-program_7053ae1acc8b48ac96dff59eaa647668.jpg
6378,tremendous-rigid-cynical-reflective-healthy-program_7053ae1acc8b48ac96dff59eaa647668.jpg,m_1_5,1,5,True,True,True,True,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/tremendous-rigid-cynical-reflective-healthy-program_7053ae1acc8b48ac96dff59eaa647668.jpg
6379,tremendous-rigid-cynical-reflective-healthy-program_7053ae1acc8b48ac96dff59eaa647668.jpg,m_1_6,1,6,True,True,True,True,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/tremendous-rigid-cynical-reflective-healthy-program_7053ae1acc8b48ac96dff59eaa647668.jpg
6380,tremendous-rigid-cynical-reflective-healthy-program_7053ae1acc8b48ac96dff59eaa647668.jpg,m_1_7,1,7,True,True,True,True,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/tremendous-rigid-cynical-reflective-healthy-program_7053ae1acc8b48ac96dff59eaa647668.jpg
6381,tremendous-rigid-cynical-reflective-healthy-program_7053ae1acc8b48ac96dff59eaa647668.jpg,m_3_1,3,1,True,True,False,True,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/tremendous-rigid-cynical-reflective-healthy-program_7053ae1acc8b48ac96dff59eaa647668.jpg
6382,tremendous-rigid-cynical-reflective-healthy-program_7053ae1acc8b48ac96dff59eaa647668.jpg,m_3_2,3,2,True,True,False,True,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/tremendous-rigid-cynical-reflective-healthy-program_7053ae1acc8b48ac96dff59eaa647668.jpg
6383,tremendous-rigid-cynical-reflective-healthy-program_7053ae1acc8b48ac96dff59eaa647668.jpg,m_3_3,3,3,True,True,False,True,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/tremendous-rigid-cynical-reflective-healthy-program_7053ae1acc8b48ac96dff59eaa647668.jpg
6384,tremendous-rigid-cynical-reflective-healthy-program_7053ae1acc8b48ac96dff59eaa647668.jpg,m_3_4,3,4,True,True,False,True,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/tremendous-rigid-cynical-reflective-healthy-program_7053ae1acc8b48ac96dff59eaa647668.jpg
6385,tremendous-rigid-cynical-reflective-healthy-program_7053ae1acc8b48ac96dff59eaa647668.jpg,m_3_5,3,5,True,True,False,True,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/tremendous-rigid-cynical-reflective-healthy-program_7053ae1acc8b48ac96dff59eaa647668.jpg
6386,tremendous-rigid-cynical-reflective-healthy-program_7053ae1acc8b48ac96dff59eaa647668.jpg,m_3_7,3,7,True,True,True,True,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/tremendous-rigid-cynical-reflective-healthy-program_7053ae1acc8b48ac96dff59eaa647668.jpg
6387,tremendous-rigid-cynical-reflective-healthy-program_7053ae1acc8b48ac96dff59eaa647668.jpg,m_4_1,4,1,True,True,False,True,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/tremendous-rigid-cynical-reflective-healthy-program_7053ae1acc8b48ac96dff59eaa647668.jpg
6388,tremendous-rigid-cynical-reflective-healthy-program_7053ae1acc8b48ac96dff59eaa647668.jpg,m_4_2,4,2,True,True,False,True,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/tremendous-rigid-cynical-reflective-healthy-program_7053ae1acc8b48ac96dff59eaa647668.jpg
6389,tremendous-rigid-cynical-reflective-healthy-program_7053ae1acc8b48ac96dff59eaa647668.jpg,m_4_3,4,3,True,True,False,True,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/tremendous-rigid-cynical-reflective-healthy-program_7053ae1acc8b48ac96dff59eaa647668.jpg
6390,tremendous-rigid-cynical-reflective-healthy-program_7053ae1acc8b48ac96dff59eaa647668.jpg,m_4_4,4,4,True,True,False,True,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/tremendous-rigid-cynical-reflective-healthy-program_7053ae1acc8b48ac96dff59eaa647668.jpg
6391,tremendous-rigid-cynical-reflective-healthy-program_7053ae1acc8b48ac96dff59eaa647668.jpg,m_4_5,4,5,True,True,False,True,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/tremendous-rigid-cynical-reflective-healthy-program_7053ae1acc8b48ac96dff59eaa647668.jpg
6392,tremendous-rigid-cynical-reflective-healthy-program_7053ae1acc8b48ac96dff59eaa647668.jpg,m_4_7,4,7,True,True,False,True,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/tremendous-rigid-cynical-reflective-healthy-program_7053ae1acc8b48ac96dff59eaa647668.jpg
6621,oceanic-ossified-fancy-fixed-numerous-image_04da2984d7979169d5b28a7ccb369913.jpg,f_4_1,4,1,False,False,True,False,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/oceanic-ossified-fancy-fixed-numerous-image_04da2984d7979169d5b28a7ccb369913.jpg
6622,oceanic-ossified-fancy-fixed-numerous-image_04da2984d7979169d5b28a7ccb369913.jpg,f_4_2,4,2,False,False,True,False,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/oceanic-ossified-fancy-fixed-numerous-image_04da2984d7979169d5b28a7ccb369913.jpg
6733,unarmed-disgusting-known-private-light-usual_c55dad6f97ebf7715a4a566f95e50d3a.jpg,m_4_7,4,7,True,False,False,False,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/unarmed-disgusting-known-private-light-usual_c55dad6f97ebf7715a4a566f95e50d3a.jpg
6826,slimy-scintillating-mundane-disagreeable-domineering-closet_09c022026257d1a0f3c35d41f9356dd7.jpg,f_1_3,1,3,False,False,True,False,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/slimy-scintillating-mundane-disagreeable-domineering-closet_09c022026257d1a0f3c35d41f9356dd7.jpg
7209,attractive-busy-humdrum-mixed-brawny-chance_cce15420075e1aabf3dce15961be674a.jpg,m_3_1,3,1,False,False,True,False,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/attractive-busy-humdrum-mixed-brawny-chance_cce15420075e1aabf3dce15961be674a.jpg
7216,attractive-busy-humdrum-mixed-brawny-chance_cce15420075e1aabf3dce15961be674a.jpg,m_4_1,4,1,False,False,True,False,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/attractive-busy-humdrum-mixed-brawny-chance_cce15420075e1aabf3dce15961be674a.jpg
7217,attractive-busy-humdrum-mixed-brawny-chance_cce15420075e1aabf3dce15961be674a.jpg,m_4_2,4,2,False,False,True,False,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/attractive-busy-humdrum-mixed-brawny-chance_cce15420075e1aabf3dce15961be674a.jpg
7240,rural-screeching-repulsive-tested-cynical-today_e3db7d2d45db87102301ba26d6ff016f.jpg,m_3_5,3,5,False,False,True,False,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/rural-screeching-repulsive-tested-cynical-today_e3db7d2d45db87102301ba26d6ff016f.jpg
7960,overjoyed-needy-honorable-reflective-vigorous-payment_0d9ef83de45e1390edb0551a9b614124.jpg,f_2_4,2,4,False,False,True,False,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/overjoyed-needy-honorable-reflective-vigorous-payment_0d9ef83de45e1390edb0551a9b614124.jpg
7989,hapless-puffy-capable-gusty-loutish-math_62106245b3cb1b4bb4ac92c68c90c905.jpg,f_2_2,2,2,False,False,False,True,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/hapless-puffy-capable-gusty-loutish-math_62106245b3cb1b4bb4ac92c68c90c905.jpg
7990,hapless-puffy-capable-gusty-loutish-math_62106245b3cb1b4bb4ac92c68c90c905.jpg,f_2_3,2,3,False,False,False,True,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/hapless-puffy-capable-gusty-loutish-math_62106245b3cb1b4bb4ac92c68c90c905.jpg
8098,sore-thirsty-giddy-overjoyed-new-implement_c42d58ac5de1d52bf88b16f7874bfe95.jpg,m_4_4,4,4,False,False,True,False,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/sore-thirsty-giddy-overjoyed-new-implement_c42d58ac5de1d52bf88b16f7874bfe95.jpg
8170,abounding-misty-loutish-panicky-zonked-security_d41147a49fbcaa123b6bda2369e8a465.jpg,m_2_5,2,5,False,False,True,False,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/abounding-misty-loutish-panicky-zonked-security_d41147a49fbcaa123b6bda2369e8a465.jpg
8313,medical-adorable-divergent-yielding-sweltering-log_ec5d7d63cc1bd671bd1090c8013c415e.jpg,f_2_5,2,5,False,False,False,True,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/medical-adorable-divergent-yielding-sweltering-log_ec5d7d63cc1bd671bd1090c8013c415e.jpg
8349,grandiose-questionable-heavy-makeshift-workable-credit_ecb68e14f92dd567f261679dd9fd55be.jpg,f_1_6,1,6,False,False,True,False,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/grandiose-questionable-heavy-makeshift-workable-credit_ecb68e14f92dd567f261679dd9fd55be.jpg
8492,stereotyped-nine-short-tasty-faulty-knee_60748286f0c59f4857de360f0c3aa201.jpg,f_2_3,2,3,False,False,True,False,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/stereotyped-nine-short-tasty-faulty-knee_60748286f0c59f4857de360f0c3aa201.jpg
8509,stereotyped-nine-short-tasty-faulty-knee_60748286f0c59f4857de360f0c3aa201.jpg,f_3_4,3,4,False,False,True,False,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/stereotyped-nine-short-tasty-faulty-knee_60748286f0c59f4857de360f0c3aa201.jpg
8515,stereotyped-nine-short-tasty-faulty-knee_60748286f0c59f4857de360f0c3aa201.jpg,f_4_3,4,3,False,False,True,False,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/stereotyped-nine-short-tasty-faulty-knee_60748286f0c59f4857de360f0c3aa201.jpg
8624,scintillating-unbiased-detailed-ordinary-decisive-signature_4d6bbe1d579927726d95e2aff820fd7d.jpg,f_4_1,4,1,False,False,True,False,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/scintillating-unbiased-detailed-ordinary-decisive-signature_4d6bbe1d579927726d95e2aff820fd7d.jpg
8645,truculent-zany-murky-erratic-measly-roof_ecf498afcc3ebec4a275ca835dbff4c4.jpg,f_1_7,1,7,False,False,True,False,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/truculent-zany-murky-erratic-measly-roof_ecf498afcc3ebec4a275ca835dbff4c4.jpg
8658,truculent-zany-murky-erratic-measly-roof_ecf498afcc3ebec4a275ca835dbff4c4.jpg,f_4_4,4,4,False,False,True,False,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/truculent-zany-murky-erratic-measly-roof_ecf498afcc3ebec4a275ca835dbff4c4.jpg
8824,harsh-drab-snobbish-aboard-adjoining-damage_e660ffb64a7d6babae684862f93490e3.jpg,m_4_6,4,6,True,False,False,False,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/harsh-drab-snobbish-aboard-adjoining-damage_e660ffb64a7d6babae684862f93490e3.jpg
8825,harsh-drab-snobbish-aboard-adjoining-damage_e660ffb64a7d6babae684862f93490e3.jpg,m_4_7,4,7,True,False,False,False,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/harsh-drab-snobbish-aboard-adjoining-damage_e660ffb64a7d6babae684862f93490e3.jpg
8904,soggy-lean-spotty-berserk-cheerful-branch_4424d9514d6314ea59103635f1e0e6fd.jpg,f_3_2,3,2,False,False,True,False,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/soggy-lean-spotty-berserk-cheerful-branch_4424d9514d6314ea59103635f1e0e6fd.jpg
8905,soggy-lean-spotty-berserk-cheerful-branch_4424d9514d6314ea59103635f1e0e6fd.jpg,f_3_3,3,3,False,False,True,False,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/soggy-lean-spotty-berserk-cheerful-branch_4424d9514d6314ea59103635f1e0e6fd.jpg
8925,far-yielding-slimy-thin-worthless-tip_1d476207f0acf781791c689a66345f5c.jpg,f_2_8,2,8,False,False,False,True,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/far-yielding-slimy-thin-worthless-tip_1d476207f0acf781791c689a66345f5c.jpg
8953,beautiful-vengeful-truculent-exuberant-possessive-wealth_4161046ae83c7762c1ed898fbae85023.jpg,m_2_5,2,5,False,False,True,False,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/beautiful-vengeful-truculent-exuberant-possessive-wealth_4161046ae83c7762c1ed898fbae85023.jpg
8973,beautiful-vengeful-truculent-exuberant-possessive-wealth_4161046ae83c7762c1ed898fbae85023.jpg,m_4_4,4,4,False,False,True,False,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/beautiful-vengeful-truculent-exuberant-possessive-wealth_4161046ae83c7762c1ed898fbae85023.jpg
9186,best-tacit-exciting-tasteful-industrious-transportation_515670b78ab22a5bc854ffd71374a89b.jpg,m_1_1,1,1,False,False,False,True,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/best-tacit-exciting-tasteful-industrious-transportation_515670b78ab22a5bc854ffd71374a89b.jpg
9222,useless-legal-slippery-organic-chilly-drag_48cfd89adf7870f491240039dd8f4484.jpg,f_1_7,1,7,False,False,False,True,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/useless-legal-slippery-organic-chilly-drag_48cfd89adf7870f491240039dd8f4484.jpg
9298,sulky-spectacular-pastoral-wakeful-delicate-month_deb365df263aae8a4c1d02ce2be41563.jpg,f_2_3,2,3,False,False,False,True,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/sulky-spectacular-pastoral-wakeful-delicate-month_deb365df263aae8a4c1d02ce2be41563.jpg
9331,ancient-faded-truculent-ripe-nine-stand_f202a348b877795130ae77b4f6b48ba4.jpg,f_2_4,2,4,False,False,False,True,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/ancient-faded-truculent-ripe-nine-stand_f202a348b877795130ae77b4f6b48ba4.jpg
9497,accessible-disgusted-abiding-spectacular-terrific-fact_62dca54bf6f7527c55a74124601b7dbc.jpg,f_2_1,2,1,False,True,False,False,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/accessible-disgusted-abiding-spectacular-terrific-fact_62dca54bf6f7527c55a74124601b7dbc.jpg
9498,accessible-disgusted-abiding-spectacular-terrific-fact_62dca54bf6f7527c55a74124601b7dbc.jpg,f_2_2,2,2,False,True,False,False,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/accessible-disgusted-abiding-spectacular-terrific-fact_62dca54bf6f7527c55a74124601b7dbc.jpg
9499,accessible-disgusted-abiding-spectacular-terrific-fact_62dca54bf6f7527c55a74124601b7dbc.jpg,f_2_3,2,3,False,True,False,False,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/accessible-disgusted-abiding-spectacular-terrific-fact_62dca54bf6f7527c55a74124601b7dbc.jpg
9500,accessible-disgusted-abiding-spectacular-terrific-fact_62dca54bf6f7527c55a74124601b7dbc.jpg,f_2_4,2,4,False,True,False,False,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/accessible-disgusted-abiding-spectacular-terrific-fact_62dca54bf6f7527c55a74124601b7dbc.jpg
9501,accessible-disgusted-abiding-spectacular-terrific-fact_62dca54bf6f7527c55a74124601b7dbc.jpg,f_2_5,2,5,False,True,False,False,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/accessible-disgusted-abiding-spectacular-terrific-fact_62dca54bf6f7527c55a74124601b7dbc.jpg
9502,accessible-disgusted-abiding-spectacular-terrific-fact_62dca54bf6f7527c55a74124601b7dbc.jpg,f_2_6,2,6,False,True,False,False,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/accessible-disgusted-abiding-spectacular-terrific-fact_62dca54bf6f7527c55a74124601b7dbc.jpg
9503,accessible-disgusted-abiding-spectacular-terrific-fact_62dca54bf6f7527c55a74124601b7dbc.jpg,f_2_7,2,7,False,True,False,False,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/accessible-disgusted-abiding-spectacular-terrific-fact_62dca54bf6f7527c55a74124601b7dbc.jpg
9504,accessible-disgusted-abiding-spectacular-terrific-fact_62dca54bf6f7527c55a74124601b7dbc.jpg,f_1_1,1,1,False,True,False,False,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/accessible-disgusted-abiding-spectacular-terrific-fact_62dca54bf6f7527c55a74124601b7dbc.jpg
9505,accessible-disgusted-abiding-spectacular-terrific-fact_62dca54bf6f7527c55a74124601b7dbc.jpg,f_1_2,1,2,False,True,False,False,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/accessible-disgusted-abiding-spectacular-terrific-fact_62dca54bf6f7527c55a74124601b7dbc.jpg
9506,accessible-disgusted-abiding-spectacular-terrific-fact_62dca54bf6f7527c55a74124601b7dbc.jpg,f_1_3,1,3,False,True,False,False,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/accessible-disgusted-abiding-spectacular-terrific-fact_62dca54bf6f7527c55a74124601b7dbc.jpg
9507,accessible-disgusted-abiding-spectacular-terrific-fact_62dca54bf6f7527c55a74124601b7dbc.jpg,f_1_4,1,4,False,True,False,False,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/accessible-disgusted-abiding-spectacular-terrific-fact_62dca54bf6f7527c55a74124601b7dbc.jpg
9508,accessible-disgusted-abiding-spectacular-terrific-fact_62dca54bf6f7527c55a74124601b7dbc.jpg,f_1_6,1,6,False,True,False,False,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/accessible-disgusted-abiding-spectacular-terrific-fact_62dca54bf6f7527c55a74124601b7dbc.jpg
9509,accessible-disgusted-abiding-spectacular-terrific-fact_62dca54bf6f7527c55a74124601b7dbc.jpg,f_1_7,1,7,False,True,False,False,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/accessible-disgusted-abiding-spectacular-terrific-fact_62dca54bf6f7527c55a74124601b7dbc.jpg
9510,accessible-disgusted-abiding-spectacular-terrific-fact_62dca54bf6f7527c55a74124601b7dbc.jpg,f_3_1,3,1,False,True,False,False,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/accessible-disgusted-abiding-spectacular-terrific-fact_62dca54bf6f7527c55a74124601b7dbc.jpg
9511,accessible-disgusted-abiding-spectacular-terrific-fact_62dca54bf6f7527c55a74124601b7dbc.jpg,f_3_2,3,2,False,True,False,False,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/accessible-disgusted-abiding-spectacular-terrific-fact_62dca54bf6f7527c55a74124601b7dbc.jpg
9518,accessible-disgusted-abiding-spectacular-terrific-fact_62dca54bf6f7527c55a74124601b7dbc.jpg,f_4_1,4,1,False,True,False,False,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/accessible-disgusted-abiding-spectacular-terrific-fact_62dca54bf6f7527c55a74124601b7dbc.jpg
9519,accessible-disgusted-abiding-spectacular-terrific-fact_62dca54bf6f7527c55a74124601b7dbc.jpg,f_4_2,4,2,False,True,False,False,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/accessible-disgusted-abiding-spectacular-terrific-fact_62dca54bf6f7527c55a74124601b7dbc.jpg
9818,pushy-adventurous-tired-uttermost-damaged-shine_e1eee6f599605050dba1069c806ef907.jpg,m_2_3,2,3,False,False,False,True,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/pushy-adventurous-tired-uttermost-damaged-shine_e1eee6f599605050dba1069c806ef907.jpg
9819,pushy-adventurous-tired-uttermost-damaged-shine_e1eee6f599605050dba1069c806ef907.jpg,m_2_4,2,4,False,False,False,True,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/pushy-adventurous-tired-uttermost-damaged-shine_e1eee6f599605050dba1069c806ef907.jpg
9821,pushy-adventurous-tired-uttermost-damaged-shine_e1eee6f599605050dba1069c806ef907.jpg,m_2_7,2,7,False,False,False,True,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/pushy-adventurous-tired-uttermost-damaged-shine_e1eee6f599605050dba1069c806ef907.jpg
9877,excited-inconclusive-responsible-volatile-dry-maximum_7963ff4a3a3c2941095f74032537dd5b.jpg,f_2_1,2,1,False,False,False,True,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/excited-inconclusive-responsible-volatile-dry-maximum_7963ff4a3a3c2941095f74032537dd5b.jpg
9878,excited-inconclusive-responsible-volatile-dry-maximum_7963ff4a3a3c2941095f74032537dd5b.jpg,f_2_2,2,2,False,False,True,True,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/excited-inconclusive-responsible-volatile-dry-maximum_7963ff4a3a3c2941095f74032537dd5b.jpg
9884,excited-inconclusive-responsible-volatile-dry-maximum_7963ff4a3a3c2941095f74032537dd5b.jpg,f_1_2,1,2,False,False,False,True,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/excited-inconclusive-responsible-volatile-dry-maximum_7963ff4a3a3c2941095f74032537dd5b.jpg
